"정본CSV행번호","감사정본행번호","업소명","소재지도로명주소","소재지지번주소","현재위도","현재경도","현재좌표검증상태","감사제안위도","감사제안경도","POI상호","POI도로명주소","POI지번주소","좌표출처","좌표출처URL","권장좌표검증상태","감사판정","검토결정","정본반영여부","검토메모"
"142","142","차희에스 머리사랑","경기도 동두천시 행선로98(생연동)","","37.8968706","127.0626416","확인 완료","37.8969014","127.0623836","차희에스머리사랑","경기 동두천시 행선로 98","","네이버 지도","https://map.naver.com/p/search/%EC%B0%A8%ED%9D%AC%EC%97%90%EC%8A%A4%20%EB%A8%B8%EB%A6%AC%EC%82%AC%EB%9E%91%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%96%89%EC%84%A0%EB%A1%9C98%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"178","178","처가집(부대찌개)","경기도 동두천시 어수로91-3(생연동)","","37.9027419","127.0527489","확인 완료","37.9027207","127.0527484","처가집 부대찌개","경기 동두천시 어수로 91-3","","네이버 지도","https://map.naver.com/p/search/%EC%B2%98%EA%B0%80%EC%A7%91%28%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%29%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%96%B4%EC%88%98%EB%A1%9C91-3%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"181","181","통큰부대찌개","경기도 동두천시 생연로39-60(지행동)","","37.8964189","127.0479792","확인 완료","37.8964266","127.0479946","통큰부대찌개","경기 동두천시 생연로 39-60","","네이버 지도","https://map.naver.com/p/search/%ED%86%B5%ED%81%B0%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C39-60%28%EC%A7%80%ED%96%89%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"182","182","특허받은 마늘콩짜장","경기도 동두천시 평화로 2351(생연동)","","37.8977819","127.05757","확인 완료","37.8977411","127.0575751","특허받은마늘콩짜장","경기 동두천시 평화로 2351 특허받은마늘콩짜장","","네이버 지도","https://map.naver.com/p/search/%ED%8A%B9%ED%97%88%EB%B0%9B%EC%9D%80%20%EB%A7%88%EB%8A%98%EC%BD%A9%EC%A7%9C%EC%9E%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202351%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"148","148","헤어바이 미정","경기도 동두천시 중앙로265번길 8(생연동)","","37.9053073","127.0534308","확인 완료","37.9052945","127.0532107","헤어바이미정","경기 동두천시 중앙로265번길 8 헤어바이미정","","네이버 지도","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EB%B0%94%EC%9D%B4%20%EB%AF%B8%EC%A0%95%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%208%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"186","186","황주생고기","경기도 동두천시 생연로142(생연동)","","37.9050798","127.0519517","확인 완료","37.9050798","127.0519517","황주생고기","경기 동두천시 생연로 142","","네이버 지도","https://map.naver.com/p/search/%ED%99%A9%EC%A3%BC%EC%83%9D%EA%B3%A0%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C142%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"340","340","고봉막국수","경기도 양주시 장흥면 권율로 88, 상가동 1층","","37.7227921","126.9477588","확인 완료","","","","","","","https://map.naver.com/p/search/%EA%B3%A0%EB%B4%89%EB%A7%89%EA%B5%AD%EC%88%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EA%B6%8C%EC%9C%A8%EB%A1%9C%2088%2C%20%EC%83%81%EA%B0%80%EB%8F%99%201%EC%B8%B5","미확인","보류","보류","아니오","2026-09-10 업소명 + 정본 주소로 네이버 지도에서 직접 특정 가능한 POI를 확인하지 못해 좌표 미반영 보류"
"342","342","김밥나라","경기도 양주시 평화로 1426","","37.8181225","127.0462927","확인 완료","37.8179201","127.0462536","김밥나라","경기 양주시 평화로 1426 영토빌딩1층 김밥나라","","네이버 지도","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%201426","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"345","345","덕정갈비","경기도 양주시 덕정길 58","","37.843655","127.0655121","확인 완료","37.8436584","127.065515","덕정갈비","경기 양주시 덕정길 58 덕정갈비","","네이버 지도","https://map.naver.com/p/search/%EB%8D%95%EC%A0%95%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%95%EA%B8%B8%2058","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"356","356","술들다","경기도 양주시 덕정4길 11","","37.8435889","127.0636388","확인 완료","37.8436203","127.0635717","술들다","경기 양주시 덕정4길 11 1층","","네이버 지도","https://map.naver.com/p/search/%EC%88%A0%EB%93%A4%EB%8B%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%954%EA%B8%B8%2011","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"357","357","안다미로 샤브샤브","경기도 양주시 엄상동길 22-26","","37.830281","127.0672537","확인 완료","37.8302654","127.0672702","안다미로 샤브샤브","경기 양주시 엄상동길 22-26 1층","","네이버 지도","https://map.naver.com/p/search/%EC%95%88%EB%8B%A4%EB%AF%B8%EB%A1%9C%20%EC%83%A4%EB%B8%8C%EC%83%A4%EB%B8%8C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%97%84%EC%83%81%EB%8F%99%EA%B8%B8%2022-26","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"359","359","여울마당","경기도 양주시 장흥면 유원지로 318","","37.7078644","126.9535471","확인 완료","37.7078719","126.9535576","여울마당","경기 양주시 장흥면 유원지로 318 여울마당","","네이버 지도","https://map.naver.com/p/search/%EC%97%AC%EC%9A%B8%EB%A7%88%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EC%9C%A0%EC%9B%90%EC%A7%80%EB%A1%9C%20318","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"442","442","6000컷트","파주시 파주읍 술이홀로 470","경기도 파주시 파주읍 연풍리 294-9","37.8289732769","126.8389761324","재확인 필요","37.8289834","126.8390115","6000컷트","경기 파주시 파주읍 술이홀로 470","","네이버 지도","https://map.naver.com/p/search/6000%EC%BB%B7%ED%8A%B8%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%88%A0%EC%9D%B4%ED%99%80%EB%A1%9C%20470","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"74","74","게이트호텔","파주시 광탄면 보광로 505","경기도 파주시 광탄면 영장리 42-4","37.753640167","126.910762251","재확인 필요","37.7533743","126.9108688","게이트호텔","경기 파주시 광탄면 보광로 505","","네이버 지도","https://map.naver.com/p/search/%EA%B2%8C%EC%9D%B4%ED%8A%B8%ED%98%B8%ED%85%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%EB%B3%B4%EA%B4%91%EB%A1%9C%20505","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"394","394","그때그집","파주시 적성면 솥뒤로 15","경기도 파주시 적성면 마지리 45-5","37.9554284158","126.9175071931","재확인 필요","37.955492","126.91751","그때그집","경기 파주시 적성면 솥뒤로 15 그때그집","","네이버 지도","https://map.naver.com/p/search/%EA%B7%B8%EB%95%8C%EA%B7%B8%EC%A7%91%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%86%A5%EB%92%A4%EB%A1%9C%2015","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"240","240","김밥나라","파주시 법원읍 사임당로 839","경기도 파주시 법원읍 대능리 87-19","37.8492513016","126.8741882501","재확인 필요","37.8492679","126.874175","김밥나라","경기 파주시 법원읍 사임당로 839","","네이버 지도","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20839","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"444","444","남해바다","파주시 파주읍 시장거리길 59-7","경기도 파주시 파주읍 파주리 453-25","37.8319258956","126.8177757587","재확인 필요","37.8319357","126.817786","남해바다","경기 파주시 파주읍 시장거리길 59-7","","네이버 지도","https://map.naver.com/p/search/%EB%82%A8%ED%95%B4%EB%B0%94%EB%8B%A4%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%8B%9C%EC%9E%A5%EA%B1%B0%EB%A6%AC%EA%B8%B8%2059-7","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"204","204","누구나홀딱반한닭 문산당동점","파주시 문산읍 당동2로 11-5","경기도 파주시 문산읍 당동리 889-2","37.8674416249","126.7845633759","재확인 필요","37.8674322","126.7844243","누구나홀딱반한닭 문산당동점","경기 파주시 문산읍 당동2로 11-5","","네이버 지도","https://map.naver.com/p/search/%EB%88%84%EA%B5%AC%EB%82%98%ED%99%80%EB%94%B1%EB%B0%98%ED%95%9C%EB%8B%AD%20%EB%AC%B8%EC%82%B0%EB%8B%B9%EB%8F%99%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%8B%B9%EB%8F%992%EB%A1%9C%2011-5","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"103","103","덕성원","파주시 명동길 43 (금촌동)","경기도 파주시 금촌동 323-10","37.7631137387","126.7728840778","재확인 필요","37.7631012","126.7729441","덕성원","경기 파주시 명동길 43","","네이버 지도","https://map.naver.com/p/search/%EB%8D%95%EC%84%B1%EC%9B%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AA%85%EB%8F%99%EA%B8%B8%2043%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"396","396","두지리강촌매운탕","파주시 적성면 술이홀로2316번길 31","경기도 파주시 적성면 두지리 88-5","37.9633422498","126.8938211659","재확인 필요","37.9631081","126.8940942","두지리강촌매운탕","경기 파주시 적성면 술이홀로2316번길 31","","네이버 지도","https://map.naver.com/p/search/%EB%91%90%EC%A7%80%EB%A6%AC%EA%B0%95%EC%B4%8C%EB%A7%A4%EC%9A%B4%ED%83%95%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%88%A0%EC%9D%B4%ED%99%80%EB%A1%9C2316%EB%B2%88%EA%B8%B8%2031","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"76","76","레드브릿지","파주시 광탄면 기산로 329","경기도 파주시 광탄면 기산리 449-1","37.7739193904","126.9282001396","재확인 필요","37.7739194","126.9282001","레드브릿지","경기 파주시 광탄면 기산로 329","","네이버 지도","https://map.naver.com/p/search/%EB%A0%88%EB%93%9C%EB%B8%8C%EB%A6%BF%EC%A7%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%EA%B8%B0%EC%82%B0%EB%A1%9C%20329","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"200","200","로얄모텔","파주시 문산읍 문향로49번길 20","경기도 파주시 문산읍 문산리 10-42","37.8565137708","126.7842832642","재확인 필요","37.8565149","126.7843218","로얄모텔","경기 파주시 문산읍 문향로49번길 20 로얄빌딩 8층 로얄모텔","","네이버 지도","https://map.naver.com/p/search/%EB%A1%9C%EC%96%84%EB%AA%A8%ED%85%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C49%EB%B2%88%EA%B8%B8%2020","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"246","246","무진장순대국","파주시 법원읍 사임당로 816","경기도 파주시 법원읍 대능리 94-46","37.8494749915","126.8714203983","재확인 필요","37.8494832","126.8714138","무진장순대국","경기 파주시 법원읍 사임당로 816 무진장순대국","","네이버 지도","https://map.naver.com/p/search/%EB%AC%B4%EC%A7%84%EC%9E%A5%EC%88%9C%EB%8C%80%EA%B5%AD%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20816","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"423","423","물고기자리","파주시 탄현면 헤이리마을길 48-48","경기도 파주시 탄현면 법흥리 1652-413","37.7872412617","126.7002410486","재확인 필요","37.7872015","126.7003221","물고기자리","경기 파주시 탄현면 헤이리마을길 48-48 물고기자리","","네이버 지도","https://map.naver.com/p/search/%EB%AC%BC%EA%B3%A0%EA%B8%B0%EC%9E%90%EB%A6%AC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%ED%97%A4%EC%9D%B4%EB%A6%AC%EB%A7%88%EC%9D%84%EA%B8%B8%2048-48","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"104","104","미몽 파주금촌점","파주시 동산8길 39 (금촌동)","경기도 파주시 금촌동 945-33","37.7579932672","126.7723132633","재확인 필요","37.7579973","126.7723137","미몽 파주금촌점","경기 파주시 동산8길 39 1층","","네이버 지도","https://map.naver.com/p/search/%EB%AF%B8%EB%AA%BD%20%ED%8C%8C%EC%A3%BC%EA%B8%88%EC%B4%8C%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%8F%99%EC%82%B08%EA%B8%B8%2039%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"248","248","버섯집 초리골","파주시 법원읍 초리골길 12","경기도 파주시 법원읍 법원리 385-12","37.848588411","126.8859853894","재확인 필요","","","버섯집초리골","경기 파주시 법원읍 초리골길 23","","네이버 지도","https://map.naver.com/p/search/%EB%B2%84%EC%84%AF%EC%A7%91%20%EC%B4%88%EB%A6%AC%EA%B3%A8%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%B4%88%EB%A6%AC%EA%B3%A8%EA%B8%B8%2012","미확인","반려","반려","아니오","2026-09-10 네이버 지도 상세 POI가 초리골길 23으로 표시되어 정본 도로명 초리골길 12와 불일치; 좌표 미반영 반려"
"447","447","봉황가","파주시 파주읍 우계로 35-1","경기도 파주시 파주읍 파주리 509-4","37.8304097125","126.8155395692","재확인 필요","37.8304295","126.8155108","봉황가","경기 파주시 파주읍 우계로 35-1 1층","","네이버 지도","https://map.naver.com/p/search/%EB%B4%89%ED%99%A9%EA%B0%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%9A%B0%EA%B3%84%EB%A1%9C%2035-1","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"214","214","삼산회관 파주문산점","파주시 문산읍 문향로 71","경기도 파주시 문산읍 문산리 6-2","37.8583643974","126.7852118347","재확인 필요","37.8583631","126.785178","삼산회관 파주문산점","경기 파주시 문산읍 문향로 71 107호","","네이버 지도","https://map.naver.com/p/search/%EC%82%BC%EC%82%B0%ED%9A%8C%EA%B4%80%20%ED%8C%8C%EC%A3%BC%EB%AC%B8%EC%82%B0%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2071","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"215","215","상원각","파주시 문산읍 문향로 35","경기도 파주시 문산읍 문산리 15-5","37.8550642959","126.7856996773","재확인 필요","37.855015","126.785764","상원각","경기 파주시 문산읍 문향로 35 헤어닥터미용실","","네이버 지도","https://map.naver.com/p/search/%EC%83%81%EC%9B%90%EA%B0%81%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2035","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"413","413","상원포크","파주시 조리읍 봉천로 63","경기도 파주시 조리읍 봉일천리 179-2","37.7444010545","126.8046093908","재확인 필요","37.7443078","126.8046568","상원포크","경기 파주시 조리읍 봉천로 63","","네이버 지도","https://map.naver.com/p/search/%EC%83%81%EC%9B%90%ED%8F%AC%ED%81%AC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EB%A6%AC%EC%9D%8D%20%EB%B4%89%EC%B2%9C%EB%A1%9C%2063","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"455","455","샘내 손두부","파주시 파평면 청송로 551-7","경기도 파주시 파평면 덕천리 408-3","37.938380172","126.8701862204","재확인 필요","37.938332","126.8701738","샘내손두부","경기 파주시 파평면 청송로 551-7 덕천리 408~3","","네이버 지도","https://map.naver.com/p/search/%EC%83%98%EB%82%B4%20%EC%86%90%EB%91%90%EB%B6%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%ED%8F%89%EB%A9%B4%20%EC%B2%AD%EC%86%A1%EB%A1%9C%20551-7","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
"195","195","샴푸의요정","파주시 문산읍 문향로 60-1","경기도 파주시 문산읍 문산리 10-209","37.8572806596","126.7852198656","재확인 필요","37.8572492","126.7852158","샴푸의요정","경기 파주시 문산읍 문향로 60-1 2층 샴프의요정4","","네이버 지도","https://map.naver.com/p/search/%EC%83%B4%ED%91%B8%EC%9D%98%EC%9A%94%EC%A0%95%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2060-1","확인 완료","확인 후보","최종 승인","예","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음; 2026-09-10 2차 네이버 지도 POI 대조 통과, canonical/seed 반영 전; 2026-09-10 canonical 좌표 반영 완료"
