"정본CSV행번호","업소명","시도","시군구","소재지도로명주소","소재지지번주소","혜택상태","좌표검토상태","지도표시정책","혜택검토상태","출시판정","좌표검토행수","혜택검토행수","정본반영여부"
"109","이승옥 냉 돈돼지","경기도","파주시","파주시 평화로 8 (금촌동)","경기도 파주시 금촌동 946-20","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"110","중국성","경기도","파주시","파주시 아동로 13 (금촌동)","경기도 파주시 금촌동 42-1","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"111","커피에반하다(금촌역점)","경기도","파주시","파주시 새꽃로 200 (금촌동) 1층","경기도 파주시 금촌동 329-223","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"112","미술관속 족발집","경기도","파주시","파주시 한마음1길 43 (금촌동) 2층","경기도 파주시 금촌동 960-7","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"113","소스와 꼬꼬","경기도","파주시","파주시 한마음1길 40 (금촌동)","경기도 파주시 금촌동 959-11","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"114","할머니가래떡볶이(금촌점)","경기도","파주시","파주시 한마음1길 9 (금촌동) 광성프라자 105호","경기도 파주시 금촌동 246-23","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"115","일품양평해장국 파주검산점","경기도","파주시","파주시 평화로 330 (검산동)","경기도 파주시 검산동 135-11","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"116","파주새말육심","경기도","파주시","파주시 정담길 41 (아동동) 1층","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"117","수민헤어","경기도","김포시","경기도 김포시통진읍조강로98(통진읍서암리, 1층)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"118","개성연출","경기도","동두천시","경기도 동두천시 정장로31-12, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"119","고미나 헤어모드","경기도","동두천시","경기도 동두천시 동광로75-1(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"120","김희정헤어샵","경기도","동두천시","경기도 동두천시 지행로65, 2층(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"121","까미헤어","경기도","동두천시","경기도 동두천시 평화로2261번길 52(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"122","노블헤어","경기도","동두천시","경기도 동두천시 거북마루로45, 상가동 202호(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"123","리안헤어 동두천지행역점","경기도","동두천시","경기도 동두천시 지행로56, 205호(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"124","마샹스헤어살롱","경기도","동두천시","경기도 동두천시 중앙로134-20, 202호(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"125","박미라 헤어스토리","경기도","동두천시","경기도 동두천시 평화로2452-1(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"126","보배헤어샵","경기도","동두천시","경기도 동두천시 중앙로286번길 21-3(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"127","삐삐머리방","경기도","동두천시","경기도 동두천시 평화로2530번길 35(보산동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"128","샤론의꽃 미용아카데미","경기도","동두천시","경기도 동두천시 중앙로7번길 15(송내동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"129","세아떼바버샵","경기도","동두천시","경기도 동두천시 이담로89, 상가동 106호(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"130","신성순 헤어아트","경기도","동두천시","경기도 동두천시 중앙로278, 2층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"131","신지미헤어라인","경기도","동두천시","경기도 동두천시 광암로33번길 13-10(광암동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"132","안다미로","경기도","동두천시","경기도 동두천시 지행로107번길 13(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"133","에이치H헤어","경기도","동두천시","경기도 동두천시 중앙로134-26, 1층 105호(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"134","이선희헤어샵","경기도","동두천시","경기도 동두천시 삼육사로896, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"135","이지현미용실","경기도","동두천시","경기도 동두천시 중앙로295번길 26(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"136","인헤어","경기도","동두천시","경기도 동두천시 삼육사로902, 2동 104호(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"137","잔디이발관","경기도","동두천시","경기도 동두천시 중앙로369(보산동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"138","쟝스헤어","경기도","동두천시","경기도 동두천시 평화로2915(상봉암동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"139","정헤어샾","경기도","동두천시","경기도 동두천시 동광로83-1(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"140","제이제이 남성컷트전문","경기도","동두천시","경기도 동두천시 평화로2530번길 30(보산동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"141","젠틀맨","경기도","동두천시","경기도 동두천시 중앙로362번길 8(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"142","차희에스 머리사랑","경기도","동두천시","경기도 동두천시 행선로98(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"143","최재실 원헤어","경기도","동두천시","경기도 동두천시 평화로2397번길 17, 2층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"144","추은옥머리쟁이","경기도","동두천시","경기도 동두천시 행선로102(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"145","쿨헤어샵","경기도","동두천시","경기도 동두천시 중앙로311(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"146","하니머리나라","경기도","동두천시","경기도 동두천시 삼육사로1002번길 97(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"147","헤어고","경기도","동두천시","경기도 동두천시 중앙로230-1, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"148","헤어바이 미정","경기도","동두천시","경기도 동두천시 중앙로265번길 8(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"149","헤어뱅크","경기도","동두천시","경기도 동두천시 중앙로297, 1층 104호(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"150","헤어카페","경기도","동두천시","경기도 동두천시 행선로110번길 9, 상가동 102호(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"151","그린파크모텔","경기도","동두천시","경기도 동두천시 어수로91-10(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"152","제이(J)모텔","경기도","동두천시","경기도 동두천시 동두천로247-13(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"153","강스시","경기도","동두천시","경기도 동두천시 어수로83번길 38, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"154","거북이삼겹살","경기도","동두천시","경기도 동두천시 생연로175, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"155","고기싸롱","경기도","동두천시","경기도 동두천시 평화로2313번길 7-26(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"156","고봉민김밥 지행역점","경기도","동두천시","경기도 동두천시 중앙로126, 107호(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"157","그집순대국","경기도","동두천시","경기도 동두천시 장고갯로157, 제1동(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"158","깐부치킨 동두천지행역점","경기도","동두천시","경기도 동두천시 중앙로134-20, 1층(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"159","넓은공간","경기도","동두천시","경기도 동두천시 평화로2910번길 82(상봉암동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"160","다복식당","경기도","동두천시","경기도 동두천시 생연로177(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"161","다원","경기도","동두천시","경기도 동두천시 어수로102번길 6(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"162","대왕미가","경기도","동두천시","경기도 동두천시 삼육사로1009(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"163","대호숯불갈비","경기도","동두천시","경기도 동두천시 중앙로265번길 19(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"164","동태한그릇","경기도","동두천시","경기도 동두천시 생연로155(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"165","소요산명품한우식당","경기도","동두천시","경기도 동두천시 평화로2910번길 1(상봉암동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"166","슈퍼크리스피 동두천지행점","경기도","동두천시","경기도 동두천시 중앙로132, 105호(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"167","쌍둥이족발","경기도","동두천시","경기도 동두천시 생연로122, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"168","압구정 화로구이","경기도","동두천시","경기도 동두천시 지행로52, 108~110호(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"169","어멍생고기","경기도","동두천시","경기도 동두천시 동두천로119, 1층(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"170","요리하는경더기","경기도","동두천시","경기도 동두천시 중앙로134-20, 3층(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"171","우막산순대국","경기도","동두천시","경기도 동두천시 평화로2261번길 22(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"172","유경장작구이","경기도","동두천시","경기도 동두천시 평화로2910번길 10(상봉암동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"173","육꼬집","경기도","동두천시","경기도 동두천시 중앙로110-9, 106~108호(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"174","으뜸코다리냉면","경기도","동두천시","경기도 동두천시 생연로170-2, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"175","일미담","경기도","동두천시","경기도 동두천시 동광로73, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"176","장단콩터","경기도","동두천시","경기도 동두천시 생연로119-1, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"177","좋은날식당","경기도","동두천시","경기도 동두천시 중앙로265번길 23(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"178","처가집(부대찌개)","경기도","동두천시","경기도 동두천시 어수로91-3(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"179","초코파이","경기도","동두천시","경기도 동두천시 큰시장로 42(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"180","촌가","경기도","동두천시","경기도 동두천시 중앙로273번길 30, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"181","통큰부대찌개","경기도","동두천시","경기도 동두천시 생연로39-60(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"182","특허받은 마늘콩짜장","경기도","동두천시","경기도 동두천시 평화로 2351(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"183","팔각도 동두천지행점","경기도","동두천시","경기도 동두천시 중앙로116, 1층(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"184","페리카나역전점","경기도","동두천시","경기도 동두천시 생연로120(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"185","페리카나 터미널점","경기도","동두천시","경기도 동두천시 중앙로265번길 15(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"186","황주생고기","경기도","동두천시","경기도 동두천시 생연로142(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"187","롯데리아 동두천점","경기도","동두천시","경기도 동두천시 중앙로270(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"188","빨간풍차제과점","경기도","동두천시","경기도 동두천시 동광로78번길 4(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"189","뿌리깊은나무","경기도","동두천시","경기도 동두천시 안흥로78, 3·4동(안흥동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"190","청년다방","경기도","동두천시","경기도 동두천시 평화로2261번길 9-6(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"191","커피&유","경기도","동두천시","경기도 동두천시 정장로17번길 20, 1층(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"192","나포리미용실","경기도","파주시","파주시 문산읍 문향로56번길 19","경기도 파주시 문산읍 문산리 9-3","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"193","라헬헤어","경기도","파주시","파주시 문산읍 문향로75번길 19-12 1층 일부","경기도 파주시 문산읍 문산리 73-29","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"194","박준 뷰티랩","경기도","파주시","파주시 문산읍 방촌로 1719","경기도 파주시 문산읍 당동리 899","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"195","샴푸의요정","경기도","파주시","파주시 문산읍 문향로 60-1","경기도 파주시 문산읍 문산리 10-209","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"196","씨케이미용실(CK 헤어)","경기도","파주시","파주시 문산읍 당동2로 11-5","경기도 파주시 문산읍 당동리 889-2","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"197","에이바헤어 문산당동점","경기도","파주시","파주시 문산읍 방촌로 1719-62","경기도 파주시 문산읍 당동리 890","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"198","헤어갤러리","경기도","파주시","파주시 문산읍 문산로26번길 2","경기도 파주시 문산읍 문산리 42-23","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"199","M 모텔","경기도","파주시","파주시 문산읍 문향로 87-1","경기도 파주시 문산읍 선유리 950-85","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"200","로얄모텔","경기도","파주시","파주시 문산읍 문향로49번길 20","경기도 파주시 문산읍 문산리 10-42","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"201","모텔청화","경기도","파주시","파주시 문산읍 문향로 69-15","경기도 파주시 문산읍 문산리 61-78","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"202","59쌀피자","경기도","파주시","파주시 문산읍 문향로68번길 8 1층","경기도 파주시 문산읍 문산리 61-40","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"203","갈비도둑","경기도","파주시","파주시 문산읍 문향로39번길 8","경기도 파주시 문산읍 문산리 11-9","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"204","누구나홀딱반한닭 문산당동점","경기도","파주시","파주시 문산읍 당동2로 11-5","경기도 파주시 문산읍 당동리 889-2","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"205","두근두근","경기도","파주시","파주시 문산읍 당동2로 11-1","경기도 파주시 문산읍 당동리 888","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"206","또봉이통닭(문산점)","경기도","파주시","파주시 문산읍 봉미로 19","경기도 파주시 문산읍 선유리 907-2","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"207","말랭이비빔국수","경기도","파주시","파주시 문산읍 방촌로 1463","경기도 파주시 문산읍 내포리 553-4","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"208","바른생고기정육점 소풍정육식당","경기도","파주시","파주시 문산읍 문향로 12 1~2층","경기도 파주시 문산읍 문산리 17-522","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"209","박여사미락감자탕","경기도","파주시","파주시 문산읍 봉미로 9","경기도 파주시 문산읍 선유리 945-7","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"210","밥꼬 문산점","경기도","파주시","파주시 문산읍 문향로67번길 15 1층","경기도 파주시 문산읍 문산리 61-28","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"211","별하(BYULHA)","경기도","파주시","파주시 문산읍 방촌로 1744 (파주힐스테이트1차) 에이상가동 지하1층 104호","경기도 파주시 문산읍 당동리 935","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"212","북촌손만두 파주문산점","경기도","파주시","파주시 문산읍 우계로 424 1층 110호","경기도 파주시 문산읍 선유리 611-1","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"213","삼겹살에 소주한잔","경기도","파주시","파주시 문산읍 문향로84번길 2 2층","경기도 파주시 문산읍 문산리 17-45","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"214","삼산회관 파주문산점","경기도","파주시","파주시 문산읍 문향로 71","경기도 파주시 문산읍 문산리 6-2","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"215","상원각","경기도","파주시","파주시 문산읍 문향로 35","경기도 파주시 문산읍 문산리 15-5","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"216","숯불에닭 문산점","경기도","파주시","파주시 문산읍 문산로40번길 41 상가 118호, 119호","경기도 파주시 문산읍 문산리 37-3","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"217","쑝쑝돈까스 문산점","경기도","파주시","파주시 문산읍 문향로67번길 10 1층","경기도 파주시 문산읍 문산리 61-65","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"218","아리비스트로","경기도","파주시","파주시 문산읍 당동1로 53-5","경기도 파주시 문산읍 당동리 168","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"219","아서원","경기도","파주시","파주시 문산읍 문향로49번길 20","경기도 파주시 문산읍 문산리 10-206","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"220","육해공떠오르는집","경기도","파주시","파주시 문산읍 문향로84번길 7-1","경기도 파주시 문산읍 선유리 955-7","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"221","임진강나루","경기도","파주시","파주시 문산읍 반구정로 53-51","경기도 파주시 문산읍 사목리 183","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"222","장단가든","경기도","파주시","파주시 문산읍 임진나루길 133-12","경기도 파주시 문산읍 임진리 8-72","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
"223","장단콩전문점","경기도","파주시","파주시 문산읍 문향로 59 1층 일부","경기도 파주시 문산읍 문산리 10-6","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","공식 최신 근거 확인","출시 검토 가능","0","1","아니오"
