"정본CSV행번호","업소명","소재지도로명주소","소재지지번주소","참고POI상호","참고POI도로명주소","참고POI지번주소","원본주소지도검색URL","참고POI지도검색URL","POI조회어","POI조회방식","APIHUB조회어지도검색URL","지도대조결과","검토결정","정본반영여부","감사제안위도","감사제안경도","비고"
"124","마샹스헤어살롱","경기도 동두천시 중앙로134-20, 202호(지행동)","","마샹스헤어살롱","경기도 동두천시 중앙로 134-20 2층 202호 마샹스헤어살롱","경기도 동두천시 지행동 694-5 2층 202호 마샹스헤어살롱","https://map.naver.com/p/search/%EB%A7%88%EC%83%B9%EC%8A%A4%ED%97%A4%EC%96%B4%EC%82%B4%EB%A1%B1%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C134-20%2C%20202%ED%98%B8%28%EC%A7%80%ED%96%89%EB%8F%99%29","https://map.naver.com/p/search/%EB%A7%88%EC%83%B9%EC%8A%A4%ED%97%A4%EC%96%B4%EC%82%B4%EB%A1%B1%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20134-20%202%EC%B8%B5%20202%ED%98%B8%20%EB%A7%88%EC%83%B9%EC%8A%A4%ED%97%A4%EC%96%B4%EC%82%B4%EB%A1%B1","마샹스헤어살롱 경기도 동두천시 중앙로134-20","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EB%A7%88%EC%83%B9%EC%8A%A4%ED%97%A4%EC%96%B4%EC%82%B4%EB%A1%B1%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C134-20","상호 후보 확인·상세 도로명주소 대조 필요","미검토","아니오","","","네이버 지도 원본 검색 결과에 동두천시 지행동 마샹스헤어살롱 후보가 표시되었으나, 상세 도로명주소는 화면에서 대조하지 못함. 지도 검색결과 URL로 재검토 필요"
"125","박미라 헤어스토리","경기도 동두천시 평화로2452-1(생연동)","","박미라헤어스토리","경기도 동두천시 평화로 2452-1","경기도 동두천시 생연동 480-27","https://map.naver.com/p/search/%EB%B0%95%EB%AF%B8%EB%9D%BC%20%ED%97%A4%EC%96%B4%EC%8A%A4%ED%86%A0%EB%A6%AC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2452-1%28%EC%83%9D%EC%97%B0%EB%8F%99%29","https://map.naver.com/p/search/%EB%B0%95%EB%AF%B8%EB%9D%BC%ED%97%A4%EC%96%B4%EC%8A%A4%ED%86%A0%EB%A6%AC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202452-1","박미라 헤어스토리 경기도 동두천시 평화로2452-1(생연동)","전체 주소 검색","https://map.naver.com/p/search/%EB%B0%95%EB%AF%B8%EB%9D%BC%20%ED%97%A4%EC%96%B4%EC%8A%A4%ED%86%A0%EB%A6%AC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2452-1%28%EC%83%9D%EC%97%B0%EB%8F%99%29","상호 띄어쓰기 차이·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 박미라헤어스토리 / 경기 동두천시 평화로 2452-1. https://pcmap.place.naver.com/hairshop/31619125/home"
"126","보배헤어샵","경기도 동두천시 중앙로286번길 21-3(생연동)","","보배헤어샵","경기도 동두천시 중앙로286번길 21-3","경기도 동두천시 생연동 613-108","https://map.naver.com/p/search/%EB%B3%B4%EB%B0%B0%ED%97%A4%EC%96%B4%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C286%EB%B2%88%EA%B8%B8%2021-3%28%EC%83%9D%EC%97%B0%EB%8F%99%29","https://map.naver.com/p/search/%EB%B3%B4%EB%B0%B0%ED%97%A4%EC%96%B4%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C286%EB%B2%88%EA%B8%B8%2021-3","보배헤어샵 경기도 동두천시 중앙로286번길 21-3(생연동)","전체 주소 검색","https://map.naver.com/p/search/%EB%B3%B4%EB%B0%B0%ED%97%A4%EC%96%B4%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C286%EB%B2%88%EA%B8%B8%2021-3%28%EC%83%9D%EC%97%B0%EB%8F%99%29","상호·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 보배헤어샵 / 경기 동두천시 중앙로286번길 21-3. https://pcmap.place.naver.com/hairshop/1019860572/home"
"127","삐삐머리방","경기도 동두천시 평화로2530번길 35(보산동)","","삐삐머리방","경기도 동두천시 평화로2530번길 35","경기도 동두천시 보산동 407-4","https://map.naver.com/p/search/%EC%82%90%EC%82%90%EB%A8%B8%EB%A6%AC%EB%B0%A9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2530%EB%B2%88%EA%B8%B8%2035%28%EB%B3%B4%EC%82%B0%EB%8F%99%29","https://map.naver.com/p/search/%EC%82%90%EC%82%90%EB%A8%B8%EB%A6%AC%EB%B0%A9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2530%EB%B2%88%EA%B8%B8%2035","삐삐머리방 경기도 동두천시 평화로2530번길 35(보산동)","전체 주소 검색","https://map.naver.com/p/search/%EC%82%90%EC%82%90%EB%A8%B8%EB%A6%AC%EB%B0%A9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2530%EB%B2%88%EA%B8%B8%2035%28%EB%B3%B4%EC%82%B0%EB%8F%99%29","상호·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 삐삐머리방 / 경기 동두천시 평화로2530번길 35. https://pcmap.place.naver.com/hairshop/1797605730/home"
"131","신지미헤어라인","경기도 동두천시 광암로33번길 13-10(광암동)","","신지미헤어라인","경기도 동두천시 광암로33번길 13-10","경기도 동두천시 광암동 494-61","https://map.naver.com/p/search/%EC%8B%A0%EC%A7%80%EB%AF%B8%ED%97%A4%EC%96%B4%EB%9D%BC%EC%9D%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EA%B4%91%EC%95%94%EB%A1%9C33%EB%B2%88%EA%B8%B8%2013-10%28%EA%B4%91%EC%95%94%EB%8F%99%29","https://map.naver.com/p/search/%EC%8B%A0%EC%A7%80%EB%AF%B8%ED%97%A4%EC%96%B4%EB%9D%BC%EC%9D%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EA%B4%91%EC%95%94%EB%A1%9C33%EB%B2%88%EA%B8%B8%2013-10","신지미헤어라인 경기도 동두천시 광암로33번길 13-10(광암동)","전체 주소 검색","https://map.naver.com/p/search/%EC%8B%A0%EC%A7%80%EB%AF%B8%ED%97%A4%EC%96%B4%EB%9D%BC%EC%9D%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EA%B4%91%EC%95%94%EB%A1%9C33%EB%B2%88%EA%B8%B8%2013-10%28%EA%B4%91%EC%95%94%EB%8F%99%29","상호·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 신지미헤어라인 / 경기 동두천시 광암로33번길 13-10. https://pcmap.place.naver.com/hairshop/31627011/home"
"170","요리하는경더기","경기도 동두천시 중앙로134-20, 3층(지행동)","","요리하는경더기","경기도 동두천시 중앙로 134-20 3층 302호","경기도 동두천시 지행동 694-5 3층 302호","https://map.naver.com/p/search/%EC%9A%94%EB%A6%AC%ED%95%98%EB%8A%94%EA%B2%BD%EB%8D%94%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C134-20%2C%203%EC%B8%B5%28%EC%A7%80%ED%96%89%EB%8F%99%29","https://map.naver.com/p/search/%EC%9A%94%EB%A6%AC%ED%95%98%EB%8A%94%EA%B2%BD%EB%8D%94%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20134-20%203%EC%B8%B5%20302%ED%98%B8","요리하는경더기 경기도 동두천시 중앙로134-20","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EC%9A%94%EB%A6%AC%ED%95%98%EB%8A%94%EA%B2%BD%EB%8D%94%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C134-20","도로명주소 세부 호수 보완 필요","미검토","아니오","","","원본 전체주소 검색은 결과 없음. 네이버 지도 보조 검색 POI 대조: 요리하는경더기 / 경기 동두천시 중앙로 134-20 3층 302호. 정본 주소에는 302호 보완이 필요하나, 승인 전이라 반영하지 않음. https://pcmap.place.naver.com/restaurant/1520210366/home"
"174","으뜸코다리냉면","경기도 동두천시 생연로170-2, 1층(생연동)","","으뜸코다리냉면","경기도 동두천시 생연로 170-2 (생연동,1층)","경기도 동두천시 생연동 586-38 1층","https://map.naver.com/p/search/%EC%9C%BC%EB%9C%B8%EC%BD%94%EB%8B%A4%EB%A6%AC%EB%83%89%EB%A9%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C170-2%2C%201%EC%B8%B5%28%EC%83%9D%EC%97%B0%EB%8F%99%29","https://map.naver.com/p/search/%EC%9C%BC%EB%9C%B8%EC%BD%94%EB%8B%A4%EB%A6%AC%EB%83%89%EB%A9%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C%20170-2%20%28%EC%83%9D%EC%97%B0%EB%8F%99%2C1%EC%B8%B5%29","으뜸코다리냉면 경기도 동두천시 생연로170-2","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EC%9C%BC%EB%9C%B8%EC%BD%94%EB%8B%A4%EB%A6%AC%EB%83%89%EB%A9%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C170-2","보조 검색 상호·도로명주소 일치 (원본 전체주소 검색 결과 없음)","미검토","아니오","","","원본 전체주소 검색은 결과 없음. 네이버 지도 보조 검색 POI 대조: 으뜸코다리냉면 / 경기 동두천시 생연로 170-2 (생연동,1층). https://pcmap.place.naver.com/restaurant/1225816672/home"
"176","장단콩터","경기도 동두천시 생연로119-1, 1층(생연동)","","장단콩터","경기도 동두천시 생연로 119-1 1층","경기도 동두천시 생연동 820-7 1층","https://map.naver.com/p/search/%EC%9E%A5%EB%8B%A8%EC%BD%A9%ED%84%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C119-1%2C%201%EC%B8%B5%28%EC%83%9D%EC%97%B0%EB%8F%99%29","https://map.naver.com/p/search/%EC%9E%A5%EB%8B%A8%EC%BD%A9%ED%84%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C%20119-1%201%EC%B8%B5","장단콩터 경기도 동두천시 생연로119-1","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EC%9E%A5%EB%8B%A8%EC%BD%A9%ED%84%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C119-1","보조 검색 상호·도로명주소 일치 (원본 전체주소 검색 결과 없음)","미검토","아니오","","","원본 전체주소 검색은 결과 없음. 네이버 지도 보조 검색 POI 대조: 장단콩터 / 경기 동두천시 생연로 119-1 1층. https://pcmap.place.naver.com/restaurant/1383594139/home"
"142","차희에스 머리사랑","경기도 동두천시 행선로98(생연동)","","차희에스머리사랑","경기도 동두천시 행선로 98","경기도 동두천시 생연동 342-4","https://map.naver.com/p/search/%EC%B0%A8%ED%9D%AC%EC%97%90%EC%8A%A4%20%EB%A8%B8%EB%A6%AC%EC%82%AC%EB%9E%91%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%96%89%EC%84%A0%EB%A1%9C98%28%EC%83%9D%EC%97%B0%EB%8F%99%29","https://map.naver.com/p/search/%EC%B0%A8%ED%9D%AC%EC%97%90%EC%8A%A4%EB%A8%B8%EB%A6%AC%EC%82%AC%EB%9E%91%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%96%89%EC%84%A0%EB%A1%9C%2098","차희에스 머리사랑 경기도 동두천시 행선로98(생연동)","전체 주소 검색","https://map.naver.com/p/search/%EC%B0%A8%ED%9D%AC%EC%97%90%EC%8A%A4%20%EB%A8%B8%EB%A6%AC%EC%82%AC%EB%9E%91%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%96%89%EC%84%A0%EB%A1%9C98%28%EC%83%9D%EC%97%B0%EB%8F%99%29","상호 띄어쓰기 차이·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 차희에스머리사랑 / 경기 동두천시 행선로 98. https://pcmap.place.naver.com/hairshop/1743843414/home"
"178","처가집(부대찌개)","경기도 동두천시 어수로91-3(생연동)","","처가집 부대찌개","경기도 동두천시 어수로 91-3","경기도 동두천시 생연동 690-25","https://map.naver.com/p/search/%EC%B2%98%EA%B0%80%EC%A7%91%28%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%29%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%96%B4%EC%88%98%EB%A1%9C91-3%28%EC%83%9D%EC%97%B0%EB%8F%99%29","https://map.naver.com/p/search/%EC%B2%98%EA%B0%80%EC%A7%91%20%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%96%B4%EC%88%98%EB%A1%9C%2091-3","처가집(부대찌개) 경기도 동두천시 어수로91-3(생연동)","전체 주소 검색","https://map.naver.com/p/search/%EC%B2%98%EA%B0%80%EC%A7%91%28%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%29%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%96%B4%EC%88%98%EB%A1%9C91-3%28%EC%83%9D%EC%97%B0%EB%8F%99%29","상호 괄호 표기 차이·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 처가집 부대찌개 / 경기 동두천시 어수로 91-3. https://pcmap.place.naver.com/restaurant/18018375/home"
"181","통큰부대찌개","경기도 동두천시 생연로39-60(지행동)","","통큰부대찌개","경기도 동두천시 생연로 39-60","경기도 동두천시 지행동 669-9","https://map.naver.com/p/search/%ED%86%B5%ED%81%B0%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C39-60%28%EC%A7%80%ED%96%89%EB%8F%99%29","https://map.naver.com/p/search/%ED%86%B5%ED%81%B0%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C%2039-60","통큰부대찌개 경기도 동두천시 생연로39-60(지행동)","전체 주소 검색","https://map.naver.com/p/search/%ED%86%B5%ED%81%B0%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C39-60%28%EC%A7%80%ED%96%89%EB%8F%99%29","상호·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 통큰부대찌개 / 경기 동두천시 생연로 39-60. https://pcmap.place.naver.com/restaurant/20661912/home"
"182","특허받은 마늘콩짜장","경기도 동두천시 평화로 2351(생연동)","","특허받은마늘콩짜장","경기도 동두천시 평화로 2351 특허받은마늘콩짜장","경기도 동두천시 생연동 743-9 특허받은마늘콩짜장","https://map.naver.com/p/search/%ED%8A%B9%ED%97%88%EB%B0%9B%EC%9D%80%20%EB%A7%88%EB%8A%98%EC%BD%A9%EC%A7%9C%EC%9E%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202351%28%EC%83%9D%EC%97%B0%EB%8F%99%29","https://map.naver.com/p/search/%ED%8A%B9%ED%97%88%EB%B0%9B%EC%9D%80%EB%A7%88%EB%8A%98%EC%BD%A9%EC%A7%9C%EC%9E%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202351%20%ED%8A%B9%ED%97%88%EB%B0%9B%EC%9D%80%EB%A7%88%EB%8A%98%EC%BD%A9%EC%A7%9C%EC%9E%A5","특허받은 마늘콩짜장 경기도 동두천시 평화로 2351(생연동)","전체 주소 검색","https://map.naver.com/p/search/%ED%8A%B9%ED%97%88%EB%B0%9B%EC%9D%80%20%EB%A7%88%EB%8A%98%EC%BD%A9%EC%A7%9C%EC%9E%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202351%28%EC%83%9D%EC%97%B0%EB%8F%99%29","상호 띄어쓰기 차이·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 특허받은마늘콩짜장 / 경기 동두천시 평화로 2351. https://pcmap.place.naver.com/restaurant/32536491/home"
"148","헤어바이 미정","경기도 동두천시 중앙로265번길 8(생연동)","","헤어바이미정","경기도 동두천시 중앙로265번길 8 헤어바이미정","경기도 동두천시 생연동 592-3 헤어바이미정","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EB%B0%94%EC%9D%B4%20%EB%AF%B8%EC%A0%95%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%208%28%EC%83%9D%EC%97%B0%EB%8F%99%29","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EB%B0%94%EC%9D%B4%EB%AF%B8%EC%A0%95%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%208%20%ED%97%A4%EC%96%B4%EB%B0%94%EC%9D%B4%EB%AF%B8%EC%A0%95","헤어바이 미정 경기도 동두천시 중앙로265번길 8(생연동)","전체 주소 검색","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EB%B0%94%EC%9D%B4%20%EB%AF%B8%EC%A0%95%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%208%28%EC%83%9D%EC%97%B0%EB%8F%99%29","상호 띄어쓰기 차이·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 헤어바이미정 / 경기 동두천시 중앙로265번길 8. https://pcmap.place.naver.com/hairshop/1799521718/home"
"186","황주생고기","경기도 동두천시 생연로142(생연동)","","황주생고기","경기도 동두천시 생연로 142","경기도 동두천시 생연동 823-19","https://map.naver.com/p/search/%ED%99%A9%EC%A3%BC%EC%83%9D%EA%B3%A0%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C142%28%EC%83%9D%EC%97%B0%EB%8F%99%29","https://map.naver.com/p/search/%ED%99%A9%EC%A3%BC%EC%83%9D%EA%B3%A0%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C%20142","황주생고기 경기도 동두천시 생연로142(생연동)","전체 주소 검색","https://map.naver.com/p/search/%ED%99%A9%EC%A3%BC%EC%83%9D%EA%B3%A0%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C142%28%EC%83%9D%EC%97%B0%EB%8F%99%29","상호·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 황주생고기 / 경기 동두천시 생연로 142. https://pcmap.place.naver.com/restaurant/13391481/home"
"340","고봉막국수","경기도 양주시 장흥면 권율로 88, 상가동 1층","","고봉막국수","경기도 양주시 장흥면 권율로 88 105동 107호","경기도 양주시 장흥면 일영리 41-4 105동 107호","https://map.naver.com/p/search/%EA%B3%A0%EB%B4%89%EB%A7%89%EA%B5%AD%EC%88%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EA%B6%8C%EC%9C%A8%EB%A1%9C%2088%2C%20%EC%83%81%EA%B0%80%EB%8F%99%201%EC%B8%B5","https://map.naver.com/p/search/%EA%B3%A0%EB%B4%89%EB%A7%89%EA%B5%AD%EC%88%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EA%B6%8C%EC%9C%A8%EB%A1%9C%2088%20105%EB%8F%99%20107%ED%98%B8","고봉막국수 경기도 양주시 장흥면 권율로 88","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EA%B3%A0%EB%B4%89%EB%A7%89%EA%B5%AD%EC%88%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EA%B6%8C%EC%9C%A8%EB%A1%9C%2088","세부 동·호수 불일치 재확인 필요","미검토","아니오","","","원본 전체주소 검색은 결과 없음. 네이버 지도 보조 검색 POI 대조: 고봉막국수 / 경기 양주시 장흥면 권율로 88 105동 107호. 정본의 상가동 1층과 세부 동·호수가 달라 승인 전 재확인 필요. https://pcmap.place.naver.com/restaurant/1107294248/home"
"342","김밥나라","경기도 양주시 평화로 1426","","김밥나라","경기도 양주시 평화로 1426 영토빌딩1층 김밥나라","경기도 양주시 덕계동 420-9 영토빌딩1층 김밥나라","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%201426","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%201426%20%EC%98%81%ED%86%A0%EB%B9%8C%EB%94%A91%EC%B8%B5%20%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC","김밥나라 경기도 양주시 평화로 1426","전체 주소 검색","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%201426","상호·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 김밥나라 / 경기 양주시 평화로 1426 영토빌딩1층 김밥나라. https://pcmap.place.naver.com/restaurant/474692990/home"
"345","덕정갈비","경기도 양주시 덕정길 58","","덕정갈비","경기도 양주시 덕정길 58 덕정갈비","경기도 양주시 덕정동 136-6 덕정갈비","https://map.naver.com/p/search/%EB%8D%95%EC%A0%95%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%95%EA%B8%B8%2058","https://map.naver.com/p/search/%EB%8D%95%EC%A0%95%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%95%EA%B8%B8%2058%20%EB%8D%95%EC%A0%95%EA%B0%88%EB%B9%84","덕정갈비 경기도 양주시 덕정길 58","전체 주소 검색","https://map.naver.com/p/search/%EB%8D%95%EC%A0%95%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%95%EA%B8%B8%2058","상호·도로명주소 일치","미검토","아니오","","","네이버 지도 POI 대조: 덕정갈비 / 경기 양주시 덕정길 58 덕정갈비. https://pcmap.place.naver.com/restaurant/1912386063/home"
