"정본CSV행번호","업소명","시도","시군구","소재지도로명주소","소재지지번주소","혜택상태","좌표검토상태","지도표시정책","혜택검토상태","출시판정","좌표검토행수","혜택검토행수","정본반영여부"
"173","육꼬집","경기도","동두천시","경기도 동두천시 중앙로110-9, 106~108호(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"179","초코파이","경기도","동두천시","경기도 동두천시 큰시장로 42(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"183","팔각도 동두천지행점","경기도","동두천시","경기도 동두천시 중앙로116, 1층(지행동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"184","페리카나역전점","경기도","동두천시","경기도 동두천시 생연로120(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"185","페리카나 터미널점","경기도","동두천시","경기도 동두천시 중앙로265번길 15(생연동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"189","뿌리깊은나무","경기도","동두천시","경기도 동두천시 안흥로78, 3·4동(안흥동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"211","별하(BYULHA)","경기도","파주시","파주시 문산읍 방촌로 1744 (파주힐스테이트1차) 에이상가동 지하1층 104호","경기도 파주시 문산읍 당동리 935","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"216","숯불에닭 문산점","경기도","파주시","파주시 문산읍 문산로40번길 41 상가 118호, 119호","경기도 파주시 문산읍 문산리 37-3","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"230","더벅머리","경기도","파주시","파주시 법원읍 사임당로 864 1층","경기도 파주시 법원읍 법원리 435-17","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"236","이혜숙헤어","경기도","파주시","파주시 법원읍 사임당로 839 1층","경기도 파주시 법원읍 대능리 87-20","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"254","장단콩콩사임당두부 3호점","경기도","파주시","파주시 법원읍 애룡길 179-6 1층","경기도 파주시 법원읍 삼방리 515-5","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"262","7042 카페","경기도","파주시","파주시 법원읍 사임당로770번길 27 1층","경기도 파주시 법원읍 가야리 380-26","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"264","커피먹고가세","경기도","파주시","파주시 법원읍 애룡길 179-11 1층","경기도 파주시 법원읍 삼방리 515-22","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"266","맨즈헤어","경기도","부천시","경기도 부천시 원미구중동로248번길86106호(중동, 현해탑프라자)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"267","쁘띠뜨메종","경기도","부천시","경기도 부천시 원미구상동로84206호(상동, 영플러스)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"268","59쌀피자 (송내남부점)","경기도","부천시","경기도 부천시 소사구송내대로42번길58(송내동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"269","경복궁누룽지백숙","경기도","부천시","경기도 부천시 원미구신흥로170- 1(중동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"270","눈높은 돼지","경기도","부천시","경기도 부천시 소사구송내대로42번길161층 (송내동, 성민빌딩)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"271","솔안골먹장어(송내본점)","경기도","부천시","경기도 부천시 소사구송내대로29(송내동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"272","송내팔방상회","경기도","부천시","경기도 부천시 소사구송내대로42(송내동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"273","신천차이나","경기도","부천시","경기도 부천시 원미구송내대로265번길73- 46201호(상동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"274","엉터리분식","경기도","부천시","경기도 부천시 원미구부일로445- 45(심곡동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"275","육회바른연어 부천상동역점","경기도","부천시","경기도 부천시 원미구상동로69(상동, 새롬프라자 1층 105호)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"276","준스이","경기도","부천시","경기도 부천시 원미구상동로69(상동, 새롬프라자 15차 101호)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"277","키키포차","경기도","부천시","경기도 부천시 소사구양지로171번길38(옥길동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"278","통양갈비","경기도","부천시","경기도 부천시 소사구송내대로28(송내동, 106호)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"279","청정여수동갈매기살","경기도","성남시","경기도 성남시 분당구장미로100번길222층 (야탑동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"280","고려이발관","경기도","수원시","경기도 수원시 팔달구 팔달로 135, 1층 (화서동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"281","대성이발관","경기도","수원시","경기도 수원시 팔달구 인계로68번길 52, 창조의집 (인계동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"282","로이스바버샵&로이스SMP 수원성대점","경기도","수원시","경기도 수원시 장안구 서부로2181번길 55, 3층 일부호 (율전동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"283","베스트헤어","경기도","수원시","경기도 수원시 장안구정자로42번길52203호(천천동, 베스트상가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"284","부흥이발관","경기도","수원시","경기도 수원시 영통구 동수원로514번길 59 (매탄동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"285","새현이용원","경기도","수원시","경기도 수원시 권선구 세권로43번길 26-6 (세류동, 세류종합상가 117호)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"286","세동이발관","경기도","수원시","경기도 수원시 권선구 세권로 66 (세류동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"287","시저스맨","경기도","수원시","경기도 수원시 영통구 매탄로140번길 54-18 (매탄동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"288","아름다운사람들 헤어","경기도","수원시","경기도 수원시 장안구송정로83134호(송죽동, 로얄팰리스상가)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"289","아엠헤드","경기도","수원시","경기도 수원시 장안구서부로2207번길18(율전동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"290","아임남자머리","경기도","수원시","경기도 수원시 팔달구 팔달문로175번길 7, 1층 (우만동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"291","안양승이용원","경기도","수원시","경기도 수원시 영통구 영통로 323, 3층 (매탄동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"292","양성현 헤어아트","경기도","수원시","경기도 수원시 권선구 권광로91번길 55, 오가기린 302호 (권선동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"293","엘지이용원","경기도","수원시","경기도 수원시 장안구 파장로68번길 46 (파장동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"294","영길이용원","경기도","수원시","경기도 수원시 권선구 고현로5번길 25 (고색동, 거산아파트 상가 113호)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"295","우리이용원","경기도","수원시","경기도 수원시 장안구 장안로103번길 5 (정자동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"296","원천이발관","경기도","수원시","경기도 수원시 영통구 매영로 141, 원천훼밀리타운 2층 202호 (원천동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"297","조만억헤어마당","경기도","수원시","경기도 수원시 장안구 송정로177번길 4 (조원동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"298","좋은헤어","경기도","수원시","경기도 수원시 권선구 경수대로235번길 56, 1층 (세류동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"299","파크이발","경기도","수원시","경기도 수원시 장안구 정자천로189번길 47, 1층 108호 (정자동, 연꽃마을 풍림아파트)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"300","할리바버샵","경기도","수원시","경기도 수원시 권선구 금곡로 236, 홈플러스 3층 (금곡동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"301","버거스테이지","경기도","수원시","경기도 수원시 팔달구신풍로23번길63- 21층 (신풍동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"302","세컨디포레스트행궁점","경기도","수원시","경기도 수원시 팔달구화서문로46번길121층 (신풍동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"303","태리주택(행궁 본점)","경기도","수원시","경기도 수원시 팔달구화서문로31번길8- 12(장안동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"304","한제소곱창전골 수원금곡점","경기도","수원시","경기도 수원시 권선구금곡로197번길18- 23(금곡동, 108호, 109호)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"305","91커피 행궁점","경기도","수원시","경기도 수원시 팔달구행궁로26번길4(남창동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"306","버터앤츄","경기도","수원시","경기도 수원시 팔달구화서문로45번길91층 (장안동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"307","빛오름","경기도","수원시","경기도 수원시 팔달구고화로1171층 (화서동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"308","스컬스바버샵","경기도","시흥시","경기도 시흥시 서울대학로264번길 12, 208동 1층 B-112호","","확인 필요","확인 완료","좌표 마커 표시","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","1","0","아니오"
"309","팔팔순대(배곧직영점)","경기도","시흥시","경기도 시흥시서울대학로59- 49(배곧동, 건영테크노밸리 118호)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"310","한제소곱창전골 목감점","경기도","시흥시","경기도 시흥시산현마을길33- 21층 (산현동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"311","색시국밥 한대점","경기도","안산시","경기도 안산시 상록구성안2길23(사동, 1층)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"312","캠핑이너스(주)","경기도","안성시","경기도 안성시원곡면오동길34(원곡면내가천리)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"313","금양남성헤어","경기도","안양시","경기도 안양시 동안구인덕원로14- 1(관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"314","뜨란헤어","경기도","안양시","경기도 안양시 동안구경수대로980(비산동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"315","머리쟁이","경기도","안양시","경기도 안양시 동안구관악대로106번길77- 0(비산동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"316","청주이발소","경기도","안양시","경기도 안양시 동안구관평로138번길53상가동동203호(평촌동, 초원부영아파트)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"317","펜스바버샵","경기도","안양시","경기도 안양시 동안구시민대로230(관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"318","효재헤어","경기도","안양시","경기도 안양시 동안구관양로247- 9(관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"319","구운몽","경기도","안양시","경기도 안양시 동안구시민대로167105동1호(비산동, 안양벤처텔)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"320","국민낙곱새(안양점)","경기도","안양시","경기도 안양시 만안구안양로257- 271층 (안양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"321","국민낙곱새(평촌점)","경기도","안양시","경기도 안양시 동안구흥안대로457- 27(관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"322","성신양꼬치","경기도","안양시","경기도 안양시 동안구흥안대로493- 161층 (관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"323","옥천냉면","경기도","안양시","경기도 안양시 동안구관악대로374번길9- 211층 (관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"324","외할머니소머리국밥","경기도","안양시","경기도 안양시 동안구안양판교로14- 1(관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"325","이엔(주)양파백세탕","경기도","안양시","경기도 안양시 동안구동편로20번길16109호(관양동, 신안시티)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"326","한제소곱창전골 안양일번가점","경기도","안양시","경기도 안양시 만안구장내로139- 01층 (안양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"327","황기순손칼국수&왕돈까스","경기도","안양시","경기도 안양시 동안구인덕원로13(관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"328","레스트앤드","경기도","안양시","경기도 안양시 동안구평촌대로419- 7(비산동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"329","안다미로","경기도","안양시","경기도 안양시 동안구평촌대로440(비산동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"330","오로라케이크&쿠키","경기도","안양시","경기도 안양시 동안구동편로1461층 (관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"331","카페 두둥실","경기도","안양시","경기도 안양시 동안구시민대로187102호(비산동, 안양건설타워)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"332","카페카린","경기도","안양시","경기도 안양시 동안구관악대로2721층 (비산동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"333","켄커피","경기도","안양시","경기도 안양시 만안구안양로110105호1층 (안양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"334","켄커피(본점)","경기도","안양시","경기도 안양시 만안구예술공원로164- 1(안양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"335","콩고커피","경기도","안양시","경기도 안양시 동안구관평로182- 171층 (관양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"336","페이보릿커피","경기도","안양시","경기도 안양시 만안구안양천서로177상가1동36호2층 (안양동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"338","거석골","경기도","양주시","경기도 양주시 백석읍 기산로 503","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"343","김삿갓토종순대국","경기도","양주시","경기도 양주시 평화로 1556","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"347","둘째마당바위","경기도","양주시","경기도 양주시 장흥면 권율로309번길 149","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"361","장어천국","경기도","양주시","경기도 양주시 어하고개로 1, (1층일부, 2층일부)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"366","최가네양구펀치볼시래기","경기도","양주시","경기도 양주시 백석읍 호명로 51","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"369","도원가든","경기도","연천군","경기도 연천군청산면청신로308(청산면초성리)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"370","레이트 체크아웃","경기도","연천군","경기도 연천군전곡읍은대성로984층 (전곡읍은대리)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"371","올리브","경기도","연천군","경기도 연천군청산면청신로336(청산면초성리)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"372","반하정육회 수지본점","경기도","용인시","경기도 용인시 수지구만현로88120호(상현동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"373","푸라닭 용인역북점","경기도","용인시","경기도 용인시 처인구금학로235번길261층 (역북동, 선봉레스텔)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"375","삼산회관 파주운정가람마을점","경기도","파주시","파주시 가람로51번길 16-30 (와동동) 102호","경기도 파주시 와동동 1567-3","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"386","국수사랑","경기도","의왕시","경기도 의왕시계원대학로34106호(내손동, 신우프라자)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"387","그릭당","경기도","의정부시","경기도 의정부시시민로19번길22- 9(의정부동, 1층)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"388","꽃담수","경기도","의정부시","경기도 의정부시망월로18- 11107동102호(호원동, 신일타운하우스)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"389","민스","경기도","의정부시","경기도 의정부시안말로8번길481층 (호원동)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"390","수진이네","경기도","이천시","경기도 이천시신둔면경충대로3159번길12- 26(신둔면수광리)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"412","애플트리","경기도","파주시","파주시 적성면 국사로 293","경기도 파주시 적성면 자장리 147-1","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"417","파주풀빌라워라밸호스텔","경기도","파주시","파주시 탄현면 엘지로 709","경기도 파주시 탄현면 낙하리 269-1","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
"440","215카페캠핑장","경기도","파주시","경기도 파주시 탄현면 새오리로 215-91","","확인 필요","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"441","카페퀴너스","경기도","파주시","경기도 파주시탄현면새오리로691층 (탄현면성동리, 프로방스힐)","","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","0","아니오"
"445","뚱이네","경기도","파주시","파주시 파주읍 교육길 45-32 나동 102호","경기도 파주시 파주읍 연풍리 415-5","이용 가능","위치 확인 필요","지도 핀 미표시 · 주소 직접 확인","최신 공식 혜택 근거 없음","보류: 최신 공식 혜택 근거 없음","0","1","아니오"
