"정본CSV행번호","업소명","소재지도로명주소","소재지지번주소","참고POI상호","참고POI도로명주소","참고POI지번주소","원본주소지도검색URL","참고POI지도검색URL","POI조회어","POI조회방식","APIHUB조회어지도검색URL","지도대조결과","검토결정","정본반영여부","감사제안위도","감사제안경도","비고"
"182","특허받은 마늘콩짜장","경기도 동두천시 평화로 2351(생연동)","","","","","https://map.naver.com/p/search/%ED%8A%B9%ED%97%88%EB%B0%9B%EC%9D%80%20%EB%A7%88%EB%8A%98%EC%BD%A9%EC%A7%9C%EC%9E%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202351%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","특허받은 마늘콩짜장 경기도 동두천시 평화로 2351(생연동)","전체 주소 검색","https://map.naver.com/p/search/%ED%8A%B9%ED%97%88%EB%B0%9B%EC%9D%80%20%EB%A7%88%EB%8A%98%EC%BD%A9%EC%A7%9C%EC%9E%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202351%28%EC%83%9D%EC%97%B0%EB%8F%99%29","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"148","헤어바이 미정","경기도 동두천시 중앙로265번길 8(생연동)","","","","","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EB%B0%94%EC%9D%B4%20%EB%AF%B8%EC%A0%95%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%208%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","헤어바이 미정 경기도 동두천시 중앙로265번길 8(생연동)","전체 주소 검색","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EB%B0%94%EC%9D%B4%20%EB%AF%B8%EC%A0%95%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%208%28%EC%83%9D%EC%97%B0%EB%8F%99%29","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"186","황주생고기","경기도 동두천시 생연로142(생연동)","","","","","https://map.naver.com/p/search/%ED%99%A9%EC%A3%BC%EC%83%9D%EA%B3%A0%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C142%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","황주생고기 경기도 동두천시 생연로142(생연동)","전체 주소 검색","https://map.naver.com/p/search/%ED%99%A9%EC%A3%BC%EC%83%9D%EA%B3%A0%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C142%28%EC%83%9D%EC%97%B0%EB%8F%99%29","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"340","고봉막국수","경기도 양주시 장흥면 권율로 88, 상가동 1층","","","","","https://map.naver.com/p/search/%EA%B3%A0%EB%B4%89%EB%A7%89%EA%B5%AD%EC%88%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EA%B6%8C%EC%9C%A8%EB%A1%9C%2088%2C%20%EC%83%81%EA%B0%80%EB%8F%99%201%EC%B8%B5","","고봉막국수 경기도 양주시 장흥면 권율로 88","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EA%B3%A0%EB%B4%89%EB%A7%89%EA%B5%AD%EC%88%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EA%B6%8C%EC%9C%A8%EB%A1%9C%2088","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"342","김밥나라","경기도 양주시 평화로 1426","","","","","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%201426","","김밥나라 경기도 양주시 평화로 1426","전체 주소 검색","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%201426","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"345","덕정갈비","경기도 양주시 덕정길 58","","","","","https://map.naver.com/p/search/%EB%8D%95%EC%A0%95%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%95%EA%B8%B8%2058","","덕정갈비 경기도 양주시 덕정길 58","전체 주소 검색","https://map.naver.com/p/search/%EB%8D%95%EC%A0%95%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%95%EA%B8%B8%2058","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"356","술들다","경기도 양주시 덕정4길 11","","","","","https://map.naver.com/p/search/%EC%88%A0%EB%93%A4%EB%8B%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%954%EA%B8%B8%2011","","술들다 경기도 양주시 덕정4길 11","전체 주소 검색","https://map.naver.com/p/search/%EC%88%A0%EB%93%A4%EB%8B%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%954%EA%B8%B8%2011","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"357","안다미로 샤브샤브","경기도 양주시 엄상동길 22-26","","","","","https://map.naver.com/p/search/%EC%95%88%EB%8B%A4%EB%AF%B8%EB%A1%9C%20%EC%83%A4%EB%B8%8C%EC%83%A4%EB%B8%8C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%97%84%EC%83%81%EB%8F%99%EA%B8%B8%2022-26","","안다미로 샤브샤브 경기도 양주시 엄상동길 22-26","전체 주소 검색","https://map.naver.com/p/search/%EC%95%88%EB%8B%A4%EB%AF%B8%EB%A1%9C%20%EC%83%A4%EB%B8%8C%EC%83%A4%EB%B8%8C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%97%84%EC%83%81%EB%8F%99%EA%B8%B8%2022-26","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"359","여울마당","경기도 양주시 장흥면 유원지로 318","","","","","https://map.naver.com/p/search/%EC%97%AC%EC%9A%B8%EB%A7%88%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EC%9C%A0%EC%9B%90%EC%A7%80%EB%A1%9C%20318","","여울마당 경기도 양주시 장흥면 유원지로 318","전체 주소 검색","https://map.naver.com/p/search/%EC%97%AC%EC%9A%B8%EB%A7%88%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EC%9C%A0%EC%9B%90%EC%A7%80%EB%A1%9C%20318","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"442","6000컷트","파주시 파주읍 술이홀로 470","경기도 파주시 파주읍 연풍리 294-9","","","","https://map.naver.com/p/search/6000%EC%BB%B7%ED%8A%B8%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%88%A0%EC%9D%B4%ED%99%80%EB%A1%9C%20470","","6000컷트 파주시 파주읍 술이홀로 470","전체 주소 검색","https://map.naver.com/p/search/6000%EC%BB%B7%ED%8A%B8%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%88%A0%EC%9D%B4%ED%99%80%EB%A1%9C%20470","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"74","게이트호텔","파주시 광탄면 보광로 505","경기도 파주시 광탄면 영장리 42-4","","","","https://map.naver.com/p/search/%EA%B2%8C%EC%9D%B4%ED%8A%B8%ED%98%B8%ED%85%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%EB%B3%B4%EA%B4%91%EB%A1%9C%20505","","게이트호텔 파주시 광탄면 보광로 505","전체 주소 검색","https://map.naver.com/p/search/%EA%B2%8C%EC%9D%B4%ED%8A%B8%ED%98%B8%ED%85%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%EB%B3%B4%EA%B4%91%EB%A1%9C%20505","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"394","그때그집","파주시 적성면 솥뒤로 15","경기도 파주시 적성면 마지리 45-5","","","","https://map.naver.com/p/search/%EA%B7%B8%EB%95%8C%EA%B7%B8%EC%A7%91%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%86%A5%EB%92%A4%EB%A1%9C%2015","","그때그집 파주시 적성면 솥뒤로 15","전체 주소 검색","https://map.naver.com/p/search/%EA%B7%B8%EB%95%8C%EA%B7%B8%EC%A7%91%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%86%A5%EB%92%A4%EB%A1%9C%2015","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"240","김밥나라","파주시 법원읍 사임당로 839","경기도 파주시 법원읍 대능리 87-19","","","","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20839","","김밥나라 파주시 법원읍 사임당로 839","전체 주소 검색","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20839","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"444","남해바다","파주시 파주읍 시장거리길 59-7","경기도 파주시 파주읍 파주리 453-25","","","","https://map.naver.com/p/search/%EB%82%A8%ED%95%B4%EB%B0%94%EB%8B%A4%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%8B%9C%EC%9E%A5%EA%B1%B0%EB%A6%AC%EA%B8%B8%2059-7","","남해바다 파주시 파주읍 시장거리길 59-7","전체 주소 검색","https://map.naver.com/p/search/%EB%82%A8%ED%95%B4%EB%B0%94%EB%8B%A4%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%8B%9C%EC%9E%A5%EA%B1%B0%EB%A6%AC%EA%B8%B8%2059-7","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"204","누구나홀딱반한닭 문산당동점","파주시 문산읍 당동2로 11-5","경기도 파주시 문산읍 당동리 889-2","","","","https://map.naver.com/p/search/%EB%88%84%EA%B5%AC%EB%82%98%ED%99%80%EB%94%B1%EB%B0%98%ED%95%9C%EB%8B%AD%20%EB%AC%B8%EC%82%B0%EB%8B%B9%EB%8F%99%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%8B%B9%EB%8F%992%EB%A1%9C%2011-5","","누구나홀딱반한닭 문산당동점 파주시 문산읍 당동2로 11-5","전체 주소 검색","https://map.naver.com/p/search/%EB%88%84%EA%B5%AC%EB%82%98%ED%99%80%EB%94%B1%EB%B0%98%ED%95%9C%EB%8B%AD%20%EB%AC%B8%EC%82%B0%EB%8B%B9%EB%8F%99%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%8B%B9%EB%8F%992%EB%A1%9C%2011-5","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"103","덕성원","파주시 명동길 43 (금촌동)","경기도 파주시 금촌동 323-10","","","","https://map.naver.com/p/search/%EB%8D%95%EC%84%B1%EC%9B%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AA%85%EB%8F%99%EA%B8%B8%2043%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","","덕성원 파주시 명동길 43 (금촌동)","전체 주소 검색","https://map.naver.com/p/search/%EB%8D%95%EC%84%B1%EC%9B%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AA%85%EB%8F%99%EA%B8%B8%2043%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"396","두지리강촌매운탕","파주시 적성면 술이홀로2316번길 31","경기도 파주시 적성면 두지리 88-5","","","","https://map.naver.com/p/search/%EB%91%90%EC%A7%80%EB%A6%AC%EA%B0%95%EC%B4%8C%EB%A7%A4%EC%9A%B4%ED%83%95%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%88%A0%EC%9D%B4%ED%99%80%EB%A1%9C2316%EB%B2%88%EA%B8%B8%2031","","두지리강촌매운탕 파주시 적성면 술이홀로2316번길 31","전체 주소 검색","https://map.naver.com/p/search/%EB%91%90%EC%A7%80%EB%A6%AC%EA%B0%95%EC%B4%8C%EB%A7%A4%EC%9A%B4%ED%83%95%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%81%EC%84%B1%EB%A9%B4%20%EC%88%A0%EC%9D%B4%ED%99%80%EB%A1%9C2316%EB%B2%88%EA%B8%B8%2031","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"76","레드브릿지","파주시 광탄면 기산로 329","경기도 파주시 광탄면 기산리 449-1","","","","https://map.naver.com/p/search/%EB%A0%88%EB%93%9C%EB%B8%8C%EB%A6%BF%EC%A7%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%EA%B8%B0%EC%82%B0%EB%A1%9C%20329","","레드브릿지 파주시 광탄면 기산로 329","전체 주소 검색","https://map.naver.com/p/search/%EB%A0%88%EB%93%9C%EB%B8%8C%EB%A6%BF%EC%A7%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%EA%B8%B0%EC%82%B0%EB%A1%9C%20329","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"200","로얄모텔","파주시 문산읍 문향로49번길 20","경기도 파주시 문산읍 문산리 10-42","","","","https://map.naver.com/p/search/%EB%A1%9C%EC%96%84%EB%AA%A8%ED%85%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C49%EB%B2%88%EA%B8%B8%2020","","로얄모텔 파주시 문산읍 문향로49번길 20","전체 주소 검색","https://map.naver.com/p/search/%EB%A1%9C%EC%96%84%EB%AA%A8%ED%85%94%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C49%EB%B2%88%EA%B8%B8%2020","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"246","무진장순대국","파주시 법원읍 사임당로 816","경기도 파주시 법원읍 대능리 94-46","","","","https://map.naver.com/p/search/%EB%AC%B4%EC%A7%84%EC%9E%A5%EC%88%9C%EB%8C%80%EA%B5%AD%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20816","","무진장순대국 파주시 법원읍 사임당로 816","전체 주소 검색","https://map.naver.com/p/search/%EB%AC%B4%EC%A7%84%EC%9E%A5%EC%88%9C%EB%8C%80%EA%B5%AD%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20816","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"423","물고기자리","파주시 탄현면 헤이리마을길 48-48","경기도 파주시 탄현면 법흥리 1652-413","","","","https://map.naver.com/p/search/%EB%AC%BC%EA%B3%A0%EA%B8%B0%EC%9E%90%EB%A6%AC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%ED%97%A4%EC%9D%B4%EB%A6%AC%EB%A7%88%EC%9D%84%EA%B8%B8%2048-48","","물고기자리 파주시 탄현면 헤이리마을길 48-48","전체 주소 검색","https://map.naver.com/p/search/%EB%AC%BC%EA%B3%A0%EA%B8%B0%EC%9E%90%EB%A6%AC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%ED%97%A4%EC%9D%B4%EB%A6%AC%EB%A7%88%EC%9D%84%EA%B8%B8%2048-48","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"104","미몽 파주금촌점","파주시 동산8길 39 (금촌동)","경기도 파주시 금촌동 945-33","","","","https://map.naver.com/p/search/%EB%AF%B8%EB%AA%BD%20%ED%8C%8C%EC%A3%BC%EA%B8%88%EC%B4%8C%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%8F%99%EC%82%B08%EA%B8%B8%2039%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","","미몽 파주금촌점 파주시 동산8길 39 (금촌동)","전체 주소 검색","https://map.naver.com/p/search/%EB%AF%B8%EB%AA%BD%20%ED%8C%8C%EC%A3%BC%EA%B8%88%EC%B4%8C%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%8F%99%EC%82%B08%EA%B8%B8%2039%20%28%EA%B8%88%EC%B4%8C%EB%8F%99%29","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"248","버섯집 초리골","파주시 법원읍 초리골길 12","경기도 파주시 법원읍 법원리 385-12","","","","https://map.naver.com/p/search/%EB%B2%84%EC%84%AF%EC%A7%91%20%EC%B4%88%EB%A6%AC%EA%B3%A8%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%B4%88%EB%A6%AC%EA%B3%A8%EA%B8%B8%2012","","버섯집 초리골 파주시 법원읍 초리골길 12","전체 주소 검색","https://map.naver.com/p/search/%EB%B2%84%EC%84%AF%EC%A7%91%20%EC%B4%88%EB%A6%AC%EA%B3%A8%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%B4%88%EB%A6%AC%EA%B3%A8%EA%B8%B8%2012","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"447","봉황가","파주시 파주읍 우계로 35-1","경기도 파주시 파주읍 파주리 509-4","","","","https://map.naver.com/p/search/%EB%B4%89%ED%99%A9%EA%B0%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%9A%B0%EA%B3%84%EB%A1%9C%2035-1","","봉황가 파주시 파주읍 우계로 35-1","전체 주소 검색","https://map.naver.com/p/search/%EB%B4%89%ED%99%A9%EA%B0%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%EC%A3%BC%EC%9D%8D%20%EC%9A%B0%EA%B3%84%EB%A1%9C%2035-1","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"214","삼산회관 파주문산점","파주시 문산읍 문향로 71","경기도 파주시 문산읍 문산리 6-2","","","","https://map.naver.com/p/search/%EC%82%BC%EC%82%B0%ED%9A%8C%EA%B4%80%20%ED%8C%8C%EC%A3%BC%EB%AC%B8%EC%82%B0%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2071","","삼산회관 파주문산점 파주시 문산읍 문향로 71","전체 주소 검색","https://map.naver.com/p/search/%EC%82%BC%EC%82%B0%ED%9A%8C%EA%B4%80%20%ED%8C%8C%EC%A3%BC%EB%AC%B8%EC%82%B0%EC%A0%90%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2071","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"215","상원각","파주시 문산읍 문향로 35","경기도 파주시 문산읍 문산리 15-5","","","","https://map.naver.com/p/search/%EC%83%81%EC%9B%90%EA%B0%81%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2035","","상원각 파주시 문산읍 문향로 35","전체 주소 검색","https://map.naver.com/p/search/%EC%83%81%EC%9B%90%EA%B0%81%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2035","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"413","상원포크","파주시 조리읍 봉천로 63","경기도 파주시 조리읍 봉일천리 179-2","","","","https://map.naver.com/p/search/%EC%83%81%EC%9B%90%ED%8F%AC%ED%81%AC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EB%A6%AC%EC%9D%8D%20%EB%B4%89%EC%B2%9C%EB%A1%9C%2063","","상원포크 파주시 조리읍 봉천로 63","전체 주소 검색","https://map.naver.com/p/search/%EC%83%81%EC%9B%90%ED%8F%AC%ED%81%AC%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EB%A6%AC%EC%9D%8D%20%EB%B4%89%EC%B2%9C%EB%A1%9C%2063","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"455","샘내 손두부","파주시 파평면 청송로 551-7","경기도 파주시 파평면 덕천리 408-3","","","","https://map.naver.com/p/search/%EC%83%98%EB%82%B4%20%EC%86%90%EB%91%90%EB%B6%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%ED%8F%89%EB%A9%B4%20%EC%B2%AD%EC%86%A1%EB%A1%9C%20551-7","","샘내 손두부 파주시 파평면 청송로 551-7","전체 주소 검색","https://map.naver.com/p/search/%EC%83%98%EB%82%B4%20%EC%86%90%EB%91%90%EB%B6%80%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%8C%8C%ED%8F%89%EB%A9%B4%20%EC%B2%AD%EC%86%A1%EB%A1%9C%20551-7","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
"195","샴푸의요정","파주시 문산읍 문향로 60-1","경기도 파주시 문산읍 문산리 10-209","","","","https://map.naver.com/p/search/%EC%83%B4%ED%91%B8%EC%9D%98%EC%9A%94%EC%A0%95%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2060-1","","샴푸의요정 파주시 문산읍 문향로 60-1","전체 주소 검색","https://map.naver.com/p/search/%EC%83%B4%ED%91%B8%EC%9D%98%EC%9A%94%EC%A0%95%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%ED%96%A5%EB%A1%9C%2060-1","미검토","미검토","아니오","","","지도 POI 화면에서 상호와 도로명주소를 대조하고, 불일치 또는 검색 불가면 재확인 필요로 남김"
