"정본CSV행번호","업소명","소재지도로명주소","소재지지번주소","참고POI상호","참고POI도로명주소","참고POI지번주소","원본주소지도검색URL","참고POI지도검색URL","POI조회어","POI조회방식","APIHUB조회어지도검색URL","지도대조결과","검토결정","정본반영여부","감사제안위도","감사제안경도","비고"
"133","에이치H헤어","경기도 동두천시 중앙로134-26, 1층 105호(지행동)","","","","","https://map.naver.com/p/search/%EC%97%90%EC%9D%B4%EC%B9%98H%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C134-26%2C%201%EC%B8%B5%20105%ED%98%B8%28%EC%A7%80%ED%96%89%EB%8F%99%29","","에이치H헤어 경기도 동두천시 중앙로134-26","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EC%97%90%EC%9D%B4%EC%B9%98H%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C134-26","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"171","우막산순대국","경기도 동두천시 평화로2261번길 22(지행동)","","","","","https://map.naver.com/p/search/%EC%9A%B0%EB%A7%89%EC%82%B0%EC%88%9C%EB%8C%80%EA%B5%AD%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2261%EB%B2%88%EA%B8%B8%2022%28%EC%A7%80%ED%96%89%EB%8F%99%29","","우막산순대국 경기도 동두천시 평화로2261번길 22(지행동)","전체 주소 검색","https://map.naver.com/p/search/%EC%9A%B0%EB%A7%89%EC%82%B0%EC%88%9C%EB%8C%80%EA%B5%AD%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2261%EB%B2%88%EA%B8%B8%2022%28%EC%A7%80%ED%96%89%EB%8F%99%29","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"172","유경장작구이","경기도 동두천시 평화로2910번길 10(상봉암동)","","","","","https://map.naver.com/p/search/%EC%9C%A0%EA%B2%BD%EC%9E%A5%EC%9E%91%EA%B5%AC%EC%9D%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2910%EB%B2%88%EA%B8%B8%2010%28%EC%83%81%EB%B4%89%EC%95%94%EB%8F%99%29","","유경장작구이 경기도 동두천시 평화로2910번길 10(상봉암동)","전체 주소 검색","https://map.naver.com/p/search/%EC%9C%A0%EA%B2%BD%EC%9E%A5%EC%9E%91%EA%B5%AC%EC%9D%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2910%EB%B2%88%EA%B8%B8%2010%28%EC%83%81%EB%B4%89%EC%95%94%EB%8F%99%29","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"134","이선희헤어샵","경기도 동두천시 삼육사로896, 1층(생연동)","","","","","https://map.naver.com/p/search/%EC%9D%B4%EC%84%A0%ED%9D%AC%ED%97%A4%EC%96%B4%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%82%BC%EC%9C%A1%EC%82%AC%EB%A1%9C896%2C%201%EC%B8%B5%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","이선희헤어샵 경기도 동두천시 삼육사로896","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EC%9D%B4%EC%84%A0%ED%9D%AC%ED%97%A4%EC%96%B4%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%82%BC%EC%9C%A1%EC%82%AC%EB%A1%9C896","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"135","이지현미용실","경기도 동두천시 중앙로295번길 26(생연동)","","","","","https://map.naver.com/p/search/%EC%9D%B4%EC%A7%80%ED%98%84%EB%AF%B8%EC%9A%A9%EC%8B%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C295%EB%B2%88%EA%B8%B8%2026%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","이지현미용실 경기도 동두천시 중앙로295번길 26(생연동)","전체 주소 검색","https://map.naver.com/p/search/%EC%9D%B4%EC%A7%80%ED%98%84%EB%AF%B8%EC%9A%A9%EC%8B%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C295%EB%B2%88%EA%B8%B8%2026%28%EC%83%9D%EC%97%B0%EB%8F%99%29","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"136","인헤어","경기도 동두천시 삼육사로902, 2동 104호(생연동)","","","","","https://map.naver.com/p/search/%EC%9D%B8%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%82%BC%EC%9C%A1%EC%82%AC%EB%A1%9C902%2C%202%EB%8F%99%20104%ED%98%B8%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","인헤어 경기도 동두천시 삼육사로902","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EC%9D%B8%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%82%BC%EC%9C%A1%EC%82%AC%EB%A1%9C902","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"175","일미담","경기도 동두천시 동광로73, 1층(생연동)","","","","","https://map.naver.com/p/search/%EC%9D%BC%EB%AF%B8%EB%8B%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EB%8F%99%EA%B4%91%EB%A1%9C73%2C%201%EC%B8%B5%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","일미담 경기도 동두천시 동광로73","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EC%9D%BC%EB%AF%B8%EB%8B%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EB%8F%99%EA%B4%91%EB%A1%9C73","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"138","쟝스헤어","경기도 동두천시 평화로2915(상봉암동)","","","","","https://map.naver.com/p/search/%EC%9F%9D%EC%8A%A4%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2915%28%EC%83%81%EB%B4%89%EC%95%94%EB%8F%99%29","","쟝스헤어 경기도 동두천시 평화로2915(상봉암동)","전체 주소 검색","https://map.naver.com/p/search/%EC%9F%9D%EC%8A%A4%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2915%28%EC%83%81%EB%B4%89%EC%95%94%EB%8F%99%29","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"152","제이(J)모텔","경기도 동두천시 동두천로247-13(생연동)","","","","","https://map.naver.com/p/search/%EC%A0%9C%EC%9D%B4%28J%29%EB%AA%A8%ED%85%94%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EB%8F%99%EB%91%90%EC%B2%9C%EB%A1%9C247-13%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","제이(J)모텔 경기도 동두천시 동두천로247-13(생연동)","전체 주소 검색","https://map.naver.com/p/search/%EC%A0%9C%EC%9D%B4%28J%29%EB%AA%A8%ED%85%94%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EB%8F%99%EB%91%90%EC%B2%9C%EB%A1%9C247-13%28%EC%83%9D%EC%97%B0%EB%8F%99%29","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"177","좋은날식당","경기도 동두천시 중앙로265번길 23(생연동)","","","","","https://map.naver.com/p/search/%EC%A2%8B%EC%9D%80%EB%82%A0%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%2023%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","좋은날식당 경기도 동두천시 중앙로265번길 23(생연동)","전체 주소 검색","https://map.naver.com/p/search/%EC%A2%8B%EC%9D%80%EB%82%A0%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%2023%28%EC%83%9D%EC%97%B0%EB%8F%99%29","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"190","청년다방","경기도 동두천시 평화로2261번길 9-6(지행동)","","","","","https://map.naver.com/p/search/%EC%B2%AD%EB%85%84%EB%8B%A4%EB%B0%A9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2261%EB%B2%88%EA%B8%B8%209-6%28%EC%A7%80%ED%96%89%EB%8F%99%29","","청년다방 경기도 동두천시 평화로2261번길 9-6(지행동)","전체 주소 검색","https://map.naver.com/p/search/%EC%B2%AD%EB%85%84%EB%8B%A4%EB%B0%A9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2261%EB%B2%88%EA%B8%B8%209-6%28%EC%A7%80%ED%96%89%EB%8F%99%29","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"180","촌가","경기도 동두천시 중앙로273번길 30, 1층(생연동)","","","","","https://map.naver.com/p/search/%EC%B4%8C%EA%B0%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C273%EB%B2%88%EA%B8%B8%2030%2C%201%EC%B8%B5%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","촌가 경기도 동두천시 중앙로273번길 30","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EC%B4%8C%EA%B0%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C273%EB%B2%88%EA%B8%B8%2030","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"191","커피&유","경기도 동두천시 정장로17번길 20, 1층(생연동)","","","","","https://map.naver.com/p/search/%EC%BB%A4%ED%94%BC%26%EC%9C%A0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A0%95%EC%9E%A5%EB%A1%9C17%EB%B2%88%EA%B8%B8%2020%2C%201%EC%B8%B5%28%EC%83%9D%EC%97%B0%EB%8F%99%29","","커피&유 경기도 동두천시 정장로17번길 20","도로명·건물번호 보조 검색","https://map.naver.com/p/search/%EC%BB%A4%ED%94%BC%26%EC%9C%A0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A0%95%EC%9E%A5%EB%A1%9C17%EB%B2%88%EA%B8%B8%2020","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"337","가마골 백숙","경기도 양주시 장흥면 북한산로 1028","","","","","https://map.naver.com/p/search/%EA%B0%80%EB%A7%88%EA%B3%A8%20%EB%B0%B1%EC%88%99%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EB%B6%81%ED%95%9C%EC%82%B0%EB%A1%9C%201028","","가마골 백숙 경기도 양주시 장흥면 북한산로 1028","전체 주소 검색","https://map.naver.com/p/search/%EA%B0%80%EB%A7%88%EA%B3%A8%20%EB%B0%B1%EC%88%99%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EB%B6%81%ED%95%9C%EC%82%B0%EB%A1%9C%201028","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"339","거시기닭갈비","경기도 양주시 엄상동길 22-25","","","","","https://map.naver.com/p/search/%EA%B1%B0%EC%8B%9C%EA%B8%B0%EB%8B%AD%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%97%84%EC%83%81%EB%8F%99%EA%B8%B8%2022-25","","거시기닭갈비 경기도 양주시 엄상동길 22-25","전체 주소 검색","https://map.naver.com/p/search/%EA%B1%B0%EC%8B%9C%EA%B8%B0%EB%8B%AD%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%97%84%EC%83%81%EB%8F%99%EA%B8%B8%2022-25","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
"344","다찜(고암점)","경기도 양주시 고암길 32","","","","","https://map.naver.com/p/search/%EB%8B%A4%EC%B0%9C%28%EA%B3%A0%EC%95%94%EC%A0%90%29%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EA%B3%A0%EC%95%94%EA%B8%B8%2032","","다찜(고암점) 경기도 양주시 고암길 32","전체 주소 검색","https://map.naver.com/p/search/%EB%8B%A4%EC%B0%9C%28%EA%B3%A0%EC%95%94%EC%A0%90%29%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EA%B3%A0%EC%95%94%EA%B8%B8%2032","미검토","미검토","아니오","","","API 참고 POI가 없는 미확인군. 지도 POI 화면에서 상호와 도로명주소를 대조하고, 불확실하면 좌표를 비움"
